тип_работы,продолжительность_заказа,город,расстояние_от_центра,требуемая_квалификация,сезон,день_недели,время_суток,наличие_бонусов,средняя_температура,количество_доступных_работников,историческая_средняя_цена,уровень_безработицы,средний_рейтинг,цена_за_смену,время_самодобавления
уборка,10,Москва,23.596188761756405,средняя,2,1,14,1,-24.147589642820236,93,2396.1513309279944,7.1680157426478175,2.431359585849858,6754.984459927673,4.648971936483071
покраска,8,Новосибирск,20.34732592924789,высокая,3,6,12,1,27.904574506992162,79,2975.9863611631868,3.679959221425314,1.0099846704400028,8257.078637992956,4.254049181204154
покраска,11,Санкт-Петербург,15.17438127892898,средняя,3,4,22,0,26.39235023811306,78,4460.466584951755,4.1114634459610055,4.267075606191991,6935.262205528848,0.5981048250645614
покраска,10,Новосибирск,21.692575852623456,высокая,4,6,12,1,33.12084511314153,74,3906.450961178325,1.6420397813905085,4.397469421072238,2118.0494444653314,1.659470484972765
уборка,9,Екатеринбург,24.811071653729044,средняя,1,6,11,0,29.04868078232134,91,4550.721955306681,6.164491143751166,3.9923111962354407,9928.047058350465,1.6341590872668363
электрика,1,Новосибирск,7.129583503065091,средняя,6,1,13,0,33.14149752406189,40,1665.2430648358163,1.2351920551744444,1.909983868043248,2227.675192145435,4.277755786932287
уборка,7,Екатеринбург,10.415849174252793,средняя,11,1,8,1,27.672955871356166,27,4844.924548188243,5.008081996349234,1.5435689103035437,8946.160638489733,4.020777947685742
штукатурка,8,Москва,7.099909108846874,низкая,6,5,9,0,-22.68694067223923,42,1769.9791325965803,2.104210131951325,1.6797439578084785,9245.36394137466,4.831515398021845
штукатурка,3,Екатеринбург,13.83910218991801,средняя,4,5,4,1,-1.5506788957046425,99,4023.728861960043,1.9412845205407858,3.0039366287768785,3717.855849866596,2.6510657311072716
уборка,4,Екатеринбург,26.609404252041692,низкая,8,2,20,0,-25.049836482269754,36,2225.1060413847963,0.9582956434405021,2.0570367769260285,8201.949904562705,0.16804164544192968
уборка,3,Москва,10.683609474642305,высокая,5,3,4,1,5.444383434156876,11,4442.956998152714,3.573978772427214,4.51326559239623,5814.173010357725,4.520578266723947
покраска,7,Санкт-Петербург,11.546773229351324,высокая,10,3,20,0,4.434189496147077,77,4518.265941316686,8.674106272323849,3.177482765724139,5340.366784532086,0.27496930717074997
уборка,9,Москва,25.880833422821986,средняя,4,5,19,0,29.941593407559033,35,3429.374100431187,6.049130060547969,2.80065221713447,3174.566825326128,4.175228731285472
покраска,3,Новосибирск,15.703542756967918,низкая,7,4,5,1,33.03015843247392,85,2910.0475174360377,7.791093434535014,4.486362839513022,5682.248127876632,2.641922178369697
штукатурка,6,Москва,16.295745489599316,высокая,10,2,11,1,-13.12313695636578,37,4276.799223343503,1.1457077287074435,1.3242947603276467,7100.281764353069,4.832018113377883
покраска,8,Новосибирск,25.89363549830028,низкая,10,6,16,0,7.850335234535862,12,4559.109772039892,3.1331428404051556,4.483924877628896,5984.84663589973,1.289267576720908
уборка,6,Санкт-Петербург,14.97053874225146,низкая,8,4,15,0,0.18871632744167144,50,4083.908777358983,3.886140959408666,4.20852541523583,3791.4894259619077,2.6120617156124073
штукатурка,2,Новосибирск,20.60594727156716,высокая,2,5,17,1,5.537786358161924,25,4674.208654202179,8.600091005684952,3.7483401299061487,5895.859750386664,0.16635714179919206
электрика,7,Москва,3.0265176432847913,низкая,1,6,21,0,4.562326180783963,92,3692.860554694554,6.643982875779015,1.4439895844089037,8985.283477662048,3.0441920890884524
покраска,2,Москва,5.769635537243117,низкая,6,4,5,0,29.418086598171193,63,3846.6517605999566,4.904784685580076,1.2095733187747344,8542.365707353709,0.43083616656878965
штукатурка,2,Санкт-Петербург,12.429097921129244,высокая,2,3,9,0,28.248175391399684,82,3501.516865636675,3.0048211179161735,1.664443346993135,3534.252587197964,0.4202702307223115
покраска,2,Москва,15.097752500686308,средняя,11,5,19,1,-22.02211567407994,10,3208.567830304288,7.599496181424794,2.0811947756864684,5914.517116389014,3.670585854553565
штукатурка,11,Санкт-Петербург,28.98914418646877,средняя,8,6,20,0,-7.567838402904009,58,3792.012093433763,8.883236464814116,3.464936448609673,6830.567144416681,1.007643502312281
штукатурка,1,Санкт-Петербург,29.134223174909806,низкая,5,4,8,1,18.93037978353128,3,3464.04388557683,5.368125176985966,1.321348627479924,6256.266422748221,4.891483171232689
покраска,11,Москва,25.610314080623468,средняя,2,2,1,1,14.459161878954099,69,4059.33991410352,0.43426535979791847,1.7321629086370494,7284.849652437328,2.0421504832572093
электрика,1,Екатеринбург,9.810165640924449,высокая,11,2,2,0,11.027516114619075,55,4769.820351151456,2.718516333003177,1.8016681729178226,7474.580310959914,2.46881449187054
штукатурка,7,Новосибирск,28.93883457955697,высокая,12,1,9,1,34.5976780992723,12,2805.665134714429,7.458068145935642,3.682810042283926,5233.235269223769,1.6419301374447497
штукатурка,5,Екатеринбург,20.83555550794827,высокая,5,7,7,1,-8.099221275611672,78,2939.0894645278295,3.8760221273831217,2.3846874924440713,3935.4140798369776,1.4643745126564767
штукатурка,11,Санкт-Петербург,12.091733770613311,низкая,2,6,8,1,3.491165875825196,45,1552.6175213234142,6.259174461011491,2.101023106057812,5537.848516085718,4.3838141444236935
электрика,3,Новосибирск,21.19941005105061,высокая,6,5,20,1,33.64477426133284,41,3344.620974178798,5.245217519820448,1.1163629058022022,2864.2754282377014,4.476484511579945
электрика,1,Екатеринбург,0.9874205287025342,низкая,8,5,18,1,15.210898109796013,96,1959.9033473803347,9.077170303534563,1.3774101275576216,7979.026076864506,1.1226983441221023
уборка,11,Москва,4.8115631270893005,низкая,2,6,0,1,12.16421769218806,42,4006.002487618775,3.0700170100076427,3.1989128276737597,8204.516129528682,0.29335461460696677
покраска,10,Екатеринбург,24.975728490912847,высокая,6,5,1,1,-19.941429396685077,33,4228.554259665247,4.460584160366913,3.5333874881868135,9545.822337911268,1.4597749146661179
электрика,6,Новосибирск,19.54442228775855,высокая,6,3,19,1,-13.967301276049476,70,4029.5919833050566,0.6477976129953322,3.9690140558652907,9191.81843634291,4.141500833667117
покраска,11,Новосибирск,11.243743688110579,низкая,1,3,3,0,-5.464242689864388,94,3413.2552190819465,8.049622440270529,2.9899459921772893,3018.515857700007,2.5399615950202383
уборка,1,Новосибирск,15.269665886570204,высокая,9,5,15,1,0.21506152361478925,6,3369.760517102785,3.258219959113615,2.0760921569180524,6367.386180485584,3.9648620671204835
покраска,9,Новосибирск,27.201693414550128,средняя,12,6,20,0,2.318665580835237,95,3762.938792887763,7.219339516703778,2.1697802865541407,7644.219893427077,4.182195271859724
электрика,2,Екатеринбург,19.131554229633053,низкая,8,4,11,1,28.63891679292697,2,3441.452855985809,0.03031580390358224,3.6033137828859263,8626.256517142676,4.114786308066436
покраска,1,Москва,12.245403876062742,низкая,12,3,1,1,-23.03122092891852,26,4126.018129467317,8.674332747171157,2.7055853051826353,4384.607738087056,2.9552804050879447
электрика,7,Москва,4.049636393227283,высокая,4,6,14,0,-13.857082946706925,48,4630.847351381521,9.719600152830688,1.6335111089542402,9895.418554533599,0.9356785885177932
покраска,6,Новосибирск,9.16553064795405,высокая,7,5,17,0,-20.663802769351285,96,3376.453227507555,4.699607545932615,1.0155419739614278,6034.637734544761,3.1949315139329446
электрика,6,Москва,29.36103686749921,низкая,4,3,15,0,17.79519717395221,57,1886.1956631005578,4.82604330997912,2.039983170849851,5698.36836795913,1.5870042236171806
электрика,5,Екатеринбург,13.402210354127437,низкая,8,6,20,0,33.08768707209329,69,1958.615092643931,6.163655866298066,4.022238507647313,5375.684492688704,3.844874506792166
покраска,11,Москва,14.419264183423396,низкая,10,1,11,0,28.10745222020119,46,2815.7145641280003,9.751115129836212,3.6589227197324647,3424.0239985096596,1.103031226914244
уборка,4,Санкт-Петербург,15.208641955711954,высокая,2,2,17,0,17.01454997236044,48,3237.0246022592582,5.585795341657292,1.3903360337278579,6464.697388449474,3.266508500279302
штукатурка,11,Москва,26.58106867697223,низкая,2,7,13,1,-28.601017729049286,41,2287.676310886734,0.7385546601963444,2.776674429929675,2997.399543609143,0.5200581565188358
уборка,4,Новосибирск,18.31588438936664,средняя,3,1,20,0,-7.44299345016584,16,3084.6257234087298,5.6516920383018,1.5784433266040878,8748.264510924288,4.029742578181997
покраска,3,Москва,20.963472575331703,средняя,4,5,11,1,26.135173250178482,52,1975.0687091173804,4.1904777762456105,2.8917459718656175,2385.1798366512858,1.6422825063210476
уборка,10,Москва,11.987699505198568,высокая,11,6,4,0,12.449566507460865,12,2342.905026758291,7.608593074953331,1.4427283777893773,8820.218693328752,4.865904048417604
электрика,8,Москва,1.3580847483747434,низкая,6,2,22,0,-16.375914118756842,15,4068.856318406911,3.033385612697097,3.7177797277726063,8486.651662016233,2.354266436811171
штукатурка,7,Москва,27.96370097016391,низкая,5,4,3,1,0.32166375345837395,85,4949.496128310442,9.244649691120129,3.3358675258979438,4405.560420672337,1.3601568071419858
покраска,9,Санкт-Петербург,28.49926658703399,средняя,10,5,17,1,-24.285321443071265,21,2151.7108344044564,8.000759589575958,2.0360620339584337,2285.218682760488,0.7155327936818991
покраска,1,Екатеринбург,28.500015073767507,низкая,10,4,23,0,3.852099877218258,25,2686.8380299271957,3.265669741459628,4.969692982358729,9075.709335316325,4.935570135900598
покраска,7,Новосибирск,28.33876905607814,высокая,7,4,16,1,28.566849099535617,81,2727.4032643665405,3.5199034245476915,3.3545605459748624,8434.591781613959,2.0586757580464052
штукатурка,10,Новосибирск,24.54963726155205,высокая,6,3,15,0,-27.48327498809716,72,2281.641278793506,5.178169614669238,2.0749573455442096,7077.458642204745,3.368929510404389
электрика,4,Москва,20.695583478431644,высокая,4,3,9,0,9.902949130154177,30,2214.1993325221874,0.9959316418767428,2.430979557566904,2440.2618620004546,1.6730426170904584
покраска,7,Екатеринбург,25.413042588884924,низкая,11,2,16,1,-14.84832463007289,33,1960.930168574329,6.901182841800932,4.66465681373487,6069.91270812394,1.2068783911895948
уборка,1,Москва,18.216114050530567,низкая,10,2,11,0,34.37502969162563,66,4676.301085205048,6.091463344441457,1.8127761911410754,9472.473412038356,2.8997495125734796
покраска,5,Санкт-Петербург,4.463903609814697,средняя,9,6,11,1,-25.76838815427023,33,3772.803237571044,3.1870579493121696,1.8150724482928982,2854.601657828485,2.0390182009539597
покраска,3,Екатеринбург,12.04093586872192,средняя,7,3,22,1,10.123939900452847,28,2516.6378009744008,6.380460616974455,3.282255716544564,6079.72612110917,2.457148209161972
покраска,5,Екатеринбург,29.153199903201656,высокая,1,7,3,1,-13.33590529565581,90,2403.330623450807,0.9824377562390973,2.3285519272404698,8427.414354174787,3.5565504615219594
покраска,4,Екатеринбург,10.858565501071862,низкая,8,2,2,0,27.360099065615636,41,3564.031040343053,9.520513488817988,2.216745978150698,7289.378043012009,1.484193026012599
электрика,2,Екатеринбург,26.1009234550754,низкая,4,6,0,0,-22.074563042960776,1,3940.2783228302433,0.6697170129412244,2.641239999739338,5155.679153087974,0.8556541877415996
уборка,11,Москва,3.2497383878586525,высокая,7,1,11,1,-2.0985801677339495,63,2385.5299913040526,3.2883920595061413,4.324470532134576,9135.990798218327,2.733889139945991
электрика,4,Санкт-Петербург,10.358423350076354,высокая,11,5,7,0,-17.951499577422112,35,2715.0699782278493,9.705333215361303,4.364046764242827,6216.64352468247,0.6687419673110875
уборка,3,Екатеринбург,10.8531230794577,средняя,2,1,7,0,21.963841955134342,48,2517.1431272795903,3.9835478054356455,3.663470595409037,8950.985040224803,3.411873056224232
покраска,1,Новосибирск,2.022275021714915,средняя,12,5,11,1,-7.15616818910831,39,1806.9791584504908,8.856013711957644,3.30918623652879,6893.018819776976,2.9971119296609383
штукатурка,10,Новосибирск,4.013282740509272,высокая,3,6,3,1,-17.863642100347445,20,2852.849541475378,1.508993482790656,1.062518748119953,4503.397905207008,1.2482825432421618
электрика,8,Санкт-Петербург,6.198373728092244,низкая,1,3,15,0,17.183569424981016,77,3367.63910994476,0.6673701859147119,3.2604216171352833,9189.710213413013,1.4199288933365568
